measure_id,ballot_id,state,election_date,election_type,topic,measure_name,description_short,progressive_side,yes_pct,outcome,severity_note,same_ballot_catalog_ids,same_ballot_companions,source_url
co_20161108_colorado_12_minimum_wage_amendment_70,CO_2016-11-08,CO,2016-11-08,general,labor,"Colorado $12 Minimum Wage, Amendment 70","Raises the minimum wage from $8.31 to $9.30 in 2017, then by 90 cents each year until reaching $12.00 in 2020.",yes,55.4,pass,$12 by 2020 (from $8.31); constitutional amendment,co_20161108_amendment_69; co_20161108_amendment_72,Amendment T - remove slavery exception constitutional language; Amendment U - property tax exemption for small possessory interests; Amendment 69 - ColoradoCare universal healthcare system; Amendment 71 - supermajority/distribution requirements for initiated amendments; Amendment 72 - cigarette tax increase $1.75/pack; Proposition 106 - medical aid in dying (assisted death); Proposition 107 - open presidential primary elections; Proposition 108 - unaffiliated voters in party primaries,"https://ballotpedia.org/Colorado_%2412_Minimum_Wage,_Amendment_70_(2016)"
co_20161108_amendment_69,CO_2016-11-08,CO,2016-11-08,general,healthcare,Amendment 69,"Creates ColoradoCare, a resident-governed universal healthcare payment system covering all Coloradans, financed by a 10% payroll/income tax.",yes,21.2,fail,single payer (universal state coverage),co_20161108_colorado_12_minimum_wage_amendment_70; co_20161108_amendment_72,Amendment T — remove slavery exception from constitution; Amendment U — possessory-interest property tax exemption; Amendment 70 — $12 minimum wage; Amendment 71 — raise requirements for constitutional initiatives; Amendment 72 — tobacco tax increase; Proposition 106 — medical aid in dying; Proposition 107 — presidential primary election; Proposition 108 — unaffiliated voters in primaries,"https://ballotpedia.org/Colorado_Creation_of_ColoradoCare_System,_Amendment_69_(2016)"
co_20161108_amendment_72,CO_2016-11-08,CO,2016-11-08,general,healthcare,Amendment 72,"Constitutionally raises the cigarette tax by $1.75 per pack (and other tobacco taxes), dedicating roughly $300 million a year to tobacco-related health research, prevention, veterans' health and support grants, child mental health, community health centers, and rural healthcare workforce programs.",yes,46.9,fail,tobacco tax funding health programs and medical research,co_20161108_colorado_12_minimum_wage_amendment_70; co_20161108_amendment_69,Amendment T — slavery exception removal; Amendment U — possessory interest tax exemption; Amendment 69 — ColoradoCare universal healthcare; Amendment 70 — minimum wage increase; Amendment 71 — initiative requirements; Proposition 106 — medical aid in dying; Proposition 107 — open presidential primaries; Proposition 108 — unaffiliated voters in primaries,"https://ballotpedia.org/Colorado_Tobacco_Tax_Increase,_Amendment_72_(2016)"
fl_20161108_amendment_2,FL_2016-11-08,FL,2016-11-08,general,cannabis,Amendment 2,"A YES vote adds a constitutional amendment legalizing medical marijuana for patients with qualifying debilitating conditions (cancer, epilepsy, HIV/AIDS, PTSD, ALS, and others).",yes,71.3,pass,"medical only; cleared Florida's 60% supermajority easily (71.32%), reversing the same measure's 2014 near-miss at 57.6%",,Amendment 1 — solar energy subsidies and utility-backed solar limits; Amendment 3 — tax exemption for disabled first responders; Amendment 5 — senior citizen homestead tax exemption,"https://ballotpedia.org/Florida_Medical_Marijuana_Legalization,_Amendment_2_(2016)"
ma_20161108_question_4,MA_2016-11-08,MA,2016-11-08,general,cannabis,Question 4,"A YES vote legalizes, regulates, and taxes recreational marijuana for adults 21 and older.",yes,53.7,pass,full recreational legalization; first on the US East Coast alongside Maine,,Question 1 — second slots-parlor license; Question 2 — charter school expansion; Question 3 — farm animal confinement standards,"https://ballotpedia.org/Massachusetts_Question_4,_Marijuana_Legalization_(2016)"
me_20161108_question_1,ME_2016-11-08,ME,2016-11-08,general,cannabis,Question 1,A YES vote legalizes recreational marijuana for adults 21 and older with a 10% tax on retail sales.,yes,50.3,pass,"full recreational legalization by the narrowest margin of any successful US legalization measure (50.26%, ~4,000 votes); opponents' recount was abandoned",me_20161108_maine_minimum_wage_increase_question_4,Question 2 — education income surtax on incomes over $200k; Question 3 — gun sale background checks; Question 4 — minimum wage increase; Question 5 — ranked-choice voting; Question 6 — transportation bond,"https://ballotpedia.org/Maine_Marijuana_Legalization,_Question_1_(2016)"
me_20161108_maine_minimum_wage_increase_question_4,ME_2016-11-08,ME,2016-11-08,general,labor,"Maine Minimum Wage Increase, Question 4","Raises the minimum wage to $12 by 2020 with CPI indexing thereafter, and phases the tipped minimum wage up to the full minimum by 2024.",yes,55.5,pass,$12 by 2020 (from $7.50) + CPI indexing; tipped minimum phased to full wage by 2024 - tipped provision partially repealed in 2017 when legislature restored the 50% tip credit (LD 673),me_20161108_question_1,"Question 1 - marijuana legalization; Question 2 - 3% income surtax over $200,000 for public education; Question 3 - background checks for gun sales; Question 5 - ranked-choice voting; Question 6 - $100 million transportation bond","https://ballotpedia.org/Maine_Minimum_Wage_Increase,_Question_4_(2016)"
mo_20161108_constitutional_amendment_3,MO_2016-11-08,MO,2016-11-08,general,healthcare,Constitutional Amendment 3,"Raises the cigarette tax from 17 to 77 cents per pack by 2020 plus a 67-cent-per-pack fee on some wholesalers, funding an Early Childhood Health and Education Trust Fund devoted mostly to early childhood education with about 10% for healthcare facility grants and 5% for smoking prevention.",yes,40.4,fail,tobacco tax funding early childhood health and education,,Amendment 1 — parks and soil sales tax renewal; Amendment 2 — campaign contribution limits; Amendment 4 — prohibit new sales taxes on services; Amendment 6 — voter ID; Proposition A — 23-cent cigarette tax for transportation,"https://ballotpedia.org/Missouri_60_Cent_Cigarette_Tax,_Constitutional_Amendment_3_(2016)"
mt_20161108_i_182,MT_2016-11-08,MT,2016-11-08,general,cannabis,I-182,"A YES vote restores and expands Montana's medical marijuana program by repealing the three-patient limit on providers, adding chronic pain and PTSD as qualifying conditions, and ending unannounced law-enforcement inspections.",yes,57.9,pass,"medical only — restoration/expansion of a program gutted by SB 423's three-patient provider cap, not a new legalization; Ballotpedia reports 57.87% yes",,CI-116 — Marsy's Law crime victims' rights; I-177 — trapping ban on public lands; I-181 — biomedical research authority bonds,"https://ballotpedia.org/Montana_Medical_Marijuana_Initiative,_I-182_(2016)"
nd_20161108_initiated_statutory_measure_5,ND_2016-11-08,ND,2016-11-08,general,cannabis,Initiated Statutory Measure 5,"A YES vote enacts the North Dakota Compassionate Care Act, legalizing medical marijuana for patients with debilitating conditions such as cancer, AIDS, hepatitis C, ALS, glaucoma, and epilepsy.",yes,63.8,pass,"medical only; statutory (not constitutional); took effect December 8, 2016",nd_20161108_initiated_statutory_measure_4,Constitutional Measure 1 — legislator district residency requirement; Constitutional Measure 2 — oil extraction tax fund allocation; Initiated Measure 3 — Marsy's Law crime victims' rights; Initiated Measure 4 — tobacco tax increase,"https://ballotpedia.org/North_Dakota_Medical_Marijuana_Legalization,_Initiated_Statutory_Measure_5_(2016)"
nd_20161108_initiated_statutory_measure_4,ND_2016-11-08,ND,2016-11-08,general,healthcare,Initiated Statutory Measure 4,"Raises the cigarette tax from 44 cents to $2.20 per pack and doubles the tax on other tobacco products (including e-cigarette liquids) to 56% of wholesale price, with revenue funding veterans' services and community health programs.",yes,38.3,fail,tobacco tax funding veterans' and health services,nd_20161108_initiated_statutory_measure_5,Measure 1 — legislator residency requirement; Measure 2 — extraction tax revenue for schools; Measure 3 — crime victims' rights (Marsy's Law); Measure 5 — medical marijuana,"https://ballotpedia.org/North_Dakota_Tobacco_Tax_Increase,_Initiated_Statutory_Measure_4_(2016)"
nv_20161108_question_2,NV_2016-11-08,NV,2016-11-08,general,cannabis,Question 2,"A YES vote legalizes recreational marijuana for adults 21+, allowing possession of up to one ounce with taxed, licensed retail sales.",yes,54.5,pass,"full recreational legalization; effective January 1, 2017",,Question 1 — gun purchase background checks; Question 3 — energy market deregulation; Question 4 — medical equipment sales tax exemption,"https://ballotpedia.org/Nevada_Marijuana_Legalization,_Question_2_(2016)"
sd_20161108_south_dakota_decreased_youth_minimum_wag,SD_2016-11-08,SD,2016-11-08,general,labor,"South Dakota Decreased Youth Minimum Wage Veto Referendum, Referred Law 20","A YES vote upholds Senate Bill 177, a law decreasing the minimum wage for workers under age 18 from $8.50 to $7.50 with no inflation indexing.",no,28.9,fail,Narrow scope: $7.50 youth (under-18) subminimum vs $8.50 general wage; defeat (71% NO) repealed the youth subminimum wage law,sd_20161108_south_dakota_initiated_measure_23_right_,Amendment R - governance of postsecondary technical education institutes; Amendment S - Marsy's Law crime victims' rights; Amendment T - independent redistricting commission; Amendment U - statutory interest rate limits for loans; Amendment V - nonpartisan top-two elections; Referred Law 19 - petition regulations for independent candidates; Initiated Measure 21 - 36% rate cap on payday loans; Initiated Measure 22 - campaign finance and lobbying overhaul; Initiated Measure 23 - unions/organizations right to charge fees for services,"https://ballotpedia.org/South_Dakota_Decreased_Youth_Minimum_Wage_Veto_Referendum,_Referred_Law_20_(2016)"
sd_20161108_south_dakota_initiated_measure_23_right_,SD_2016-11-08,SD,2016-11-08,general,labor,"South Dakota Initiated Measure 23, Right for Unions and Organizations to Charge Fees for Services Measure","Gives corporate and nonprofit organizations, including unions, the right to charge a fee for any service provided, effectively allowing unions to charge nonmembers for representation despite right-to-work.",yes,20.3,fail,Union-backed attempt to blunt right-to-work by permitting agency-type fees; crushed roughly 20-80,sd_20161108_south_dakota_decreased_youth_minimum_wag,Amendment R - governance of postsecondary technical education institutes; Amendment S - Marsy's Law crime victims' rights; Amendment T - independent redistricting commission; Amendment U - statutory interest rate limits for loans; Amendment V - nonpartisan top-two elections; Referred Law 19 - petition regulations for independent candidates; Referred Law 20 - youth subminimum wage veto referendum; Initiated Measure 21 - 36% rate cap on payday loans; Initiated Measure 22 - campaign finance and lobbying overhaul,"https://ballotpedia.org/South_Dakota_Initiated_Measure_23,_Right_for_Unions_and_Organizations_to_Charge_Fees_for_Services_Measure_(2016)"
va_20161108_virginia_right_to_work_amendment_questio,VA_2016-11-08,VA,2016-11-08,general,labor,"Virginia Right to Work Amendment, Question 1",Adds a right-to-work section to the Virginia Constitution making it illegal for workplaces to require union membership as a condition of employment.,no,46.4,fail,Would have constitutionalized Virginia's existing statutory right-to-work law; rare defeat of a right-to-work measure,,Question 2 - property tax exemption for surviving spouses of first responders killed in the line of duty,"https://ballotpedia.org/Virginia_Right_to_Work_Amendment,_Question_1_(2016)"
wa_20161108_washington_minimum_wage_increase_initiat,WA_2016-11-08,WA,2016-11-08,general,labor,"Washington Minimum Wage Increase, Initiative 1433",Incrementally raises the state minimum wage from $9.47 to $13.50 by 2020 and mandates that employers provide paid sick leave.,yes,57.4,pass,$13.50 by 2020 (from $9.47) + mandatory paid sick leave; highest statewide wage target of the 2016 wave,,Initiative 732 - carbon emissions tax; Initiative 735 - advisory question urging constitutional amendment on corporate personhood and campaign money; Initiative 1464 - public campaign financing and campaign finance reform; Initiative 1491 - extreme risk protection orders removing firearm access; Initiative 1501 - increased penalties for identity theft and fraud against seniors; Advisory Vote 14 - tax on stand-alone dental plans; Advisory Vote 15 - alternative fuel vehicle tax exemption; SJR 8210 - earlier redistricting completion deadline,"https://ballotpedia.org/Washington_Minimum_Wage_Increase,_Initiative_1433_(2016)"
